NOTICIA DE REFERENCIA: https://www.elmundo.es/deportes/baloncesto/nba/2020/02/07/5e3dd42c21efa035088b459f.html
Algoritmo: SIMILITUD_COSENO_SPACY	 Atributos: titularNoticia
2019-11-30T20:00:30Z	https://www.elmundo.es/ciencia-y-salud/ciencia/2019/11/30/5de2c7f3fdddff25958b45d7.html
2019-11-30T12:38:33Z	https://www.elmundo.es/espana/2019/11/30/5de261f621efa03c578b4686.html
2019-11-25T11:27:30Z	https://www.elmundo.es/ciencia-y-salud/ciencia/2019/11/25/5ddbba2e21efa0f05c8b46b7.html
2019-10-27T12:51:21Z	https://www.elmundo.es/espana/2019/10/27/5db592b9fc6c83790d8b45d3.html
2019-10-26T07:20:29Z	https://www.elmundo.es/espana/2019/10/26/5db3f3adfdddffab3e8b467e.html
2019-10-25T09:38:09Z	https://www.elmundo.es/espana/2019/10/25/5db2c23cfc6c83a5778b45bf.html
2019-10-25T08:57:25Z	https://www.elmundo.es/espana/2019/10/25/5db2b3a421efa0f6568b45ce.html
2019-10-24T18:57:44Z	https://www.elmundo.es/espana/2019/10/24/5db1e28f21efa0d5508b45ff.html
2019-10-24T13:59:40Z	https://www.elmundo.es/espana/2019/10/24/5db1aa4521efa05e768b45d1.html
2019-10-24T13:21:05Z	https://www.elmundo.es/espana/2019/10/24/5db1a52921efa031398b4582.html
2019-10-24T11:14:19Z	https://www.elmundo.es/espana/2019/10/24/5db1877afdddffe1908b4573.html
2019-10-24T10:44:39Z	https://www.elmundo.es/cataluna/2019/10/24/5db17a99fc6c8347568b46d9.html
2019-10-24T09:08:47Z	https://www.elmundo.es/espana/2019/10/24/5db1686721efa05d5f8b4618.html
2019-10-23T12:28:43Z	https://www.elmundo.es/espana/2019/10/23/5db0433e21efa00a578b45d9.html
2019-10-23T11:36:12Z	https://www.elmundo.es/espana/2019/10/23/5db038f9fdddffcc408b45a7.html
2019-10-22T18:10:35Z	https://www.elmundo.es/espana/2019/10/22/5daf4605fdddff1ab38b45c0.html
2019-10-21T07:40:44Z	https://www.elmundo.es/espana/2019/10/21/5dad60eb21efa0eb4c8b45bc.html
2019-10-20T17:45:47Z	https://www.elmundo.es/baleares/2019/10/20/5dac9cfdfc6c837d598b4629.html
2019-10-20T17:03:35Z	https://www.elmundo.es/internacional/2019/10/20/5dac9356fc6c834b678b46a1.html
2019-10-20T12:38:33Z	https://www.elmundo.es/cataluna/2019/10/20/5dac3689fdddffee718b45b2.html
2019-10-20T00:47:29Z	https://www.elmundo.es/internacional/2019/10/20/5daaf2b3fc6c83a0658b45db.html
2019-10-20T00:14:43Z	https://www.elmundo.es/opinion/2019/10/20/5dab21c021efa031058b4578.html
2019-10-20T00:14:35Z	https://www.elmundo.es/opinion/2019/10/20/5dab5ca2fc6c8359608b4610.html
2019-10-19T14:42:24Z	https://www.elmundo.es/internacional/2019/10/19/5dab2057fc6c83fb5e8b45ea.html
2019-10-19T13:29:12Z	https://www.elmundo.es/internacional/2019/10/19/5dab0e19fc6c8361718b45c3.html
2019-10-19T13:15:40Z	https://www.elmundo.es/cataluna/2019/10/19/5dab05c3fdddffeb1e8b4614.html
2019-10-19T10:59:37Z	https://www.elmundo.es/cataluna/2019/10/19/5daae82cfdddff13288b4572.html
2019-10-19T09:26:22Z	https://www.elmundo.es/internacional/2019/10/19/5daad5f2fc6c83d8658b45a8.html
2019-10-19T00:15:42Z	https://www.elmundo.es/cataluna/2019/10/19/5daa099121efa0444d8b4663.html
2019-10-18T13:20:34Z	https://www.elmundo.es/espana/2019/10/18/5da9bc1121efa07a6e8b4628.html
2019-10-18T13:11:05Z	https://www.elmundo.es/espana/2019/10/18/5da9b142fc6c8398198b45b3.html
2019-10-18T13:07:04Z	https://www.elmundo.es/espana/2019/10/18/5da9b8e8fc6c8381068b464d.html
2019-10-18T13:00:58Z	https://www.elmundo.es/cataluna/2019/10/18/5da9b778fc6c830a5c8b4667.html
2019-10-18T08:40:54Z	https://www.elmundo.es/espana/2019/10/18/5da97a8021efa0e6108b45ef.html
2019-10-18T07:08:28Z	https://www.elmundo.es/espana/2019/10/18/5da964da21efa05a688b45ed.html
2019-10-18T00:07:40Z	https://www.elmundo.es/opinion/2019/10/18/5da89c31fdddff55988b45e5.html
2019-10-18T00:01:34Z	https://www.elmundo.es/internacional/2019/10/18/5da8b50b21efa008368b45d9.html
2019-10-17T19:52:29Z	https://www.elmundo.es/espana/2019/10/17/5da8c60021efa04a6e8b45fc.html
2019-10-17T18:46:56Z	https://www.elmundo.es/internacional/2019/10/17/5da8b54b21efa07a6e8b45da.html
2019-10-17T14:38:33Z	https://www.elmundo.es/internacional/2019/10/17/5da87c97fdddffd5528b45c1.html
2019-10-17T13:56:10Z	https://www.elmundo.es/cataluna/2019/10/17/5da837c4fdddfff08d8b45a5.html
2019-10-17T09:43:27Z	https://www.elmundo.es/internacional/2019/10/17/5da615ff21efa0c3748b462b.html
2019-10-17T09:42:03Z	https://www.elmundo.es/internacional/2019/10/17/5da5f9e9fdddff7e8f8b457a.html
2019-10-17T09:36:08Z	https://www.elmundo.es/internacional/2019/10/17/5da835b921efa0a4288b4697.html
2019-10-17T08:07:23Z	https://www.elmundo.es/internacional/2019/10/17/5da82128fdddff114b8b45a3.html
2019-10-17T06:53:06Z	https://www.elmundo.es/cataluna/2019/10/17/5da80fc321efa091528b4570.html
2019-10-17T00:09:39Z	https://www.elmundo.es/espana/2019/10/17/5da74f3021efa0860d8b466d.html
2019-10-16T18:04:18Z	https://www.elmundo.es/internacional/2019/10/16/5da75905fdddff12808b4570.html
2019-10-16T15:58:39Z	https://www.elmundo.es/espana/2019/10/16/5da7328721efa0e45a8b4656.html
2019-10-16T14:20:55Z	https://www.elmundo.es/internacional/2019/10/16/5da7273221efa0c3748b469f.html
2019-10-16T13:43:18Z	https://www.elmundo.es/espana/2019/10/16/5da71d8321efa06b7a8b457d.html
2019-10-16T10:08:09Z	https://www.elmundo.es/espana/2019/10/16/5da6ebe221efa0c3748b466d.html
2019-10-16T09:28:52Z	https://www.elmundo.es/cataluna/2019/10/16/5da6dd9bfdddff75878b464f.html
2019-10-16T00:00:10Z	https://www.elmundo.es/espana/2019/10/16/5da60eebfc6c837a228b4660.html
2019-10-15T21:48:21Z	https://www.elmundo.es/cataluna/2019/10/15/5da63e93fc6c83955e8b4680.html
2019-10-15T18:28:06Z	https://www.elmundo.es/internacional/2019/10/15/5da60fa521efa0bc6e8b45f6.html
2019-10-15T16:20:50Z	https://www.elmundo.es/espana/2019/10/15/5da5f1d1fdddff01928b45eb.html
2019-10-15T13:28:26Z	https://www.elmundo.es/cataluna/2019/10/15/5da5c81321efa0660f8b4629.html
2019-10-15T12:43:47Z	https://www.elmundo.es/cataluna/2019/10/15/5da5b523fdddfffa3a8b45c0.html
2019-10-15T11:58:50Z	https://www.elmundo.es/internacional/2019/10/15/5da48062fdddff88898b46b6.html
2019-10-15T11:16:53Z	https://www.elmundo.es/tecnologia/2019/10/15/5da5a29721efa0c1748b45ae.html
2019-10-15T08:48:32Z	https://www.elmundo.es/cataluna/2019/10/15/5da587b3fdddff9a2a8b45b5.html
2019-10-15T07:15:15Z	https://www.elmundo.es/internacional/2019/10/15/5da571dafc6c83677c8b4601.html
2019-10-15T05:27:57Z	https://www.elmundo.es/espana/2019/10/15/5da55711fdddffde938b45b1.html
2019-10-14T23:57:13Z	https://www.elmundo.es/espana/2019/10/15/5da4c9b4fc6c8345618b45fb.html
2019-10-14T23:56:43Z	https://www.elmundo.es/espana/2019/10/15/5da4bfd1fc6c83cc638b45f7.html
2019-10-14T18:20:24Z	https://www.elmundo.es/cataluna/2019/10/14/5da4aa0ffdddff01928b458a.html
2019-10-14T17:17:03Z	https://www.elmundo.es/espana/2019/10/14/5da49a1821efa05e468b457c.html
2019-10-14T12:24:16Z	https://www.elmundo.es/espana/2019/10/14/5da468d4fc6c83cc668b45a2.html
2019-10-14T09:01:57Z	https://www.elmundo.es/espana/2019/10/14/5da432cc21efa0752d8b4647.html
2019-10-14T08:38:57Z	https://www.elmundo.es/espana/2019/10/14/5da4340121efa0a21a8b45a1.html
2019-10-14T08:23:40Z	https://www.elmundo.es/espana/2019/10/14/5da4306621efa024368b465f.html
2019-10-14T07:37:18Z	https://www.elmundo.es/espana/2019/10/14/5d9f55ebfdddff4e3f8b4712.html
2019-10-14T07:24:35Z	https://www.elmundo.es/espana/2019/10/14/5da4104f21efa0200a8b461c.html
2019-10-14T06:50:37Z	https://www.elmundo.es/cataluna/2019/10/14/5da407d321efa0a1248b468a.html
2019-10-13T16:17:45Z	https://www.elmundo.es/espana/2019/10/13/5da3410afc6c837e4f8b459a.html
2019-10-13T12:32:43Z	https://www.elmundo.es/espana/2019/10/13/5da3195621efa00c508b4696.html
2019-10-13T10:23:12Z	https://www.elmundo.es/espana/2019/10/13/5da2fb0021efa0631b8b45f3.html
2019-10-13T10:18:14Z	https://www.elmundo.es/espana/2019/10/13/5da2f9b421efa075278b4635.html
2019-10-13T09:08:37Z	https://www.elmundo.es/espana/2019/10/13/5da2e96721efa0be768b45f5.html
2019-10-12T23:53:59Z	https://www.elmundo.es/espana/2019/10/13/5da2147bfc6c830f708b45c7.html
2019-10-12T23:42:24Z	https://www.elmundo.es/opinion/2019/10/13/5da1b708fc6c837d618b4629.html
2019-10-12T18:47:22Z	https://www.elmundo.es/espana/2019/10/12/5da21fabfc6c83f2588b4687.html
2019-10-12T12:45:16Z	https://www.elmundo.es/espana/2019/10/12/5da1caca21efa0dd0f8b45bb.html
2019-10-12T09:31:36Z	https://www.elmundo.es/cataluna/2019/10/12/5da19b69fdddff281b8b45dd.html
2019-10-12T06:20:42Z	https://www.elmundo.es/espana/2019/10/12/5da16fe4fdddfffca98b47d3.html
2019-10-11T23:59:37Z	https://www.elmundo.es/espana/2019/10/12/5da0e50dfc6c83fc798b4625.html
2019-10-11T17:39:58Z	https://www.elmundo.es/espana/2019/10/11/5da0be54fc6c83fc798b45fe.html
2019-10-11T15:03:33Z	https://www.elmundo.es/espana/2019/10/11/5da099aafdddffb2948b4582.html
2019-10-11T12:55:00Z	https://www.elmundo.es/internacional/2019/10/11/5da0798e21efa0ad238b45b1.html
2019-10-11T12:11:27Z	https://www.elmundo.es/espana/2019/10/11/5da0715dfc6c83f2588b45ba.html
2019-10-11T12:03:28Z	https://www.elmundo.es/espana/2019/10/11/5da06f55fc6c83b7228b4592.html
2019-10-11T11:18:16Z	https://www.elmundo.es/espana/2019/10/11/5da064cb21efa0241a8b456e.html
2019-10-11T08:41:38Z	https://www.elmundo.es/espana/2019/10/11/5da04033fdddff113e8b4771.html
2019-10-10T20:09:47Z	https://www.elmundo.es/espana/2019/10/10/5d9f8ffc21efa03a098b46cb.html
2019-10-10T17:04:34Z	https://www.elmundo.es/internacional/2019/10/10/5d9f6492fdddffa4378b4768.html
2019-10-10T14:06:21Z	https://www.elmundo.es/espana/2019/10/10/5d9f38eefc6c8329348b46b4.html
2019-10-10T13:30:35Z	https://www.elmundo.es/espana/2019/10/10/5d9f3264fc6c83d4718b4677.html
2019-10-10T08:49:03Z	https://www.elmundo.es/espana/2019/10/10/5d9ef070fdddff492e8b45e8.html
2019-10-10T00:10:18Z	https://www.elmundo.es/espana/2019/10/10/5d9e1556fc6c83de718b4637.html
2019-10-10T00:08:34Z	https://www.elmundo.es/espana/2019/10/10/5d9e4ddafc6c83c86d8b4619.html
2019-10-09T19:10:56Z	https://www.elmundo.es/espana/2019/10/09/5d9e1cbafc6c831f028b4624.html
2019-10-09T18:07:52Z	https://www.elmundo.es/espana/2019/10/09/5d9e1eccfc6c83a3358b4621.html
2019-10-09T09:06:29Z	https://www.elmundo.es/espana/2019/10/09/5d9da26f21efa0d3688b45cf.html
2019-10-09T07:46:21Z	https://www.elmundo.es/espana/2019/10/09/5d9d903e21efa0d0038b45aa.html
2019-10-09T00:03:49Z	https://www.elmundo.es/cronica/2019/10/09/5d91e44bfc6c83d7238b46a1.html
2019-10-08T14:08:10Z	https://www.elmundo.es/espana/2019/10/08/5d9c983bfdddff002f8b468c.html
2019-10-08T12:35:15Z	https://www.elmundo.es/espana/2019/10/08/5d9c8275fdddff907d8b45f4.html
2019-10-08T11:43:46Z	https://www.elmundo.es/internacional/2019/10/08/5d9c766021efa0723c8b466e.html
2019-10-07T23:51:38Z	https://www.elmundo.es/espana/2019/10/08/5d9bba00fdddffdf978b4680.html
2019-10-07T20:24:47Z	https://www.elmundo.es/espana/2019/10/07/5d9b8d0ffdddff2e948b4651.html
2019-10-07T15:52:32Z	https://www.elmundo.es/cataluna/2019/10/07/5d9b2a55fc6c83e9798b460a.html
2019-10-07T12:41:10Z	https://www.elmundo.es/internacional/2019/10/07/5d9b325421efa0cf268b4633.html
2019-10-07T10:31:39Z	https://www.elmundo.es/espana/2019/10/07/5d9b13fcfc6c83da258b462f.html
2019-10-07T06:27:15Z	https://www.elmundo.es/espana/2019/10/07/5d9adaa5fc6c83dc468b460a.html
2019-10-07T00:19:39Z	https://www.elmundo.es/internacional/2019/10/07/5d9a0d02fdddffba7c8b4594.html
2019-10-07T00:11:26Z	https://www.elmundo.es/espana/2019/10/07/5d9a158421efa017118b45c3.html
2019-10-06T19:12:22Z	https://www.elmundo.es/espana/2019/10/06/5d9a3c8521efa04e748b45de.html
2019-10-06T13:14:20Z	https://www.elmundo.es/espana/2019/10/06/5d99d24efc6c83a1788b4596.html
2019-10-06T12:21:56Z	https://www.elmundo.es/espana/2019/10/06/5d99c397fdddff069f8b457e.html
2019-10-06T09:04:46Z	https://www.elmundo.es/internacional/2019/10/06/5d99ae1efdddff069f8b4575.html
2019-10-06T00:08:44Z	https://www.elmundo.es/espana/2019/10/06/5d98e85dfc6c83c87d8b4595.html
2019-10-06T00:03:12Z	https://www.elmundo.es/espana/2019/10/06/5d9907a2fc6c833e098b4589.html
2019-10-05T13:07:34Z	https://www.elmundo.es/espana/2019/10/05/5d989308fc6c83c4358b46b8.html
2019-10-05T11:39:41Z	https://www.elmundo.es/espana/2019/10/05/5d988023fc6c83723e8b46a5.html
2019-10-05T11:07:57Z	https://www.elmundo.es/espana/2019/10/05/5d9868e6fc6c839e438b4666.html
2019-10-05T00:02:14Z	https://www.elmundo.es/espana/2019/10/05/5d97a214fdddff1a0a8b46b0.html
